20130226,3.7000,3.7700,3.6900,3.7700,3566300
20130227,3.7300,3.7600,3.7000,3.7000,2975400
20130228,3.8000,3.8300,3.7100,3.7500,5258200
20130301,3.8000,3.8100,3.7100,3.8000,4801700
20130304,3.5100,3.7000,3.4700,3.7000,8838800
20130305,3.5200,3.5500,3.4600,3.5100,5882100
20130306,3.5300,3.5400,3.5000,3.5200,5299800
20130307,3.5700,3.6300,3.4900,3.5300,7034300
20130308,3.5200,3.5800,3.5000,3.5500,4063500
20130311,3.5400,3.5600,3.4900,3.5200,2410500
20130312,3.4800,3.6000,3.4500,3.5400,4218800
20130313,3.4300,3.4900,3.3500,3.4900,5270600
20130314,3.4300,3.4800,3.3900,3.4000,5121400
20130315,3.4200,3.4800,3.3900,3.4200,3824300
20130318,3.3300,3.4300,3.3200,3.4100,5437100
20130319,3.3800,3.3900,3.3200,3.3400,3839900
20130320,3.4700,3.4700,3.3600,3.3800,5620100
20130321,3.4700,3.5100,3.4400,3.4700,3850600
20130322,3.4900,3.4900,3.4400,3.4500,3433500
20130325,3.4900,3.5000,3.4400,3.4800,3538800
20130326,3.5100,3.5300,3.4400,3.4800,5716700
20130327,3.4700,3.5100,3.4400,3.4900,3644900
20130328,3.3300,3.4600,3.3300,3.4600,3621600
20130329,3.3600,3.3800,3.3100,3.3100,1679700
20130401,3.4200,3.4400,3.3600,3.3600,2154800
20130402,3.4200,3.4600,3.3900,3.4000,2730800
20130403,3.3800,3.4500,3.3700,3.4400,1859000
20130404,3.3800,3.3800,3.3800,3.3800,0
20130405,3.3800,3.3800,3.3800,3.3800,0
20130408,3.3500,3.3500,3.2600,3.3300,2378800
20130409,3.3700,3.4000,3.3400,3.3500,2017700
20130410,3.4100,3.4300,3.3600,3.3700,2651000
20130411,3.3900,3.4300,3.3800,3.4000,1707300
20130412,3.3800,3.4000,3.3600,3.3900,1476700
20130415,3.3600,3.4200,3.3400,3.3800,2439600
20130416,3.4300,3.4300,3.3300,3.3400,3378700
20130417,3.4700,3.4800,3.4000,3.4300,3895700
20130418,3.4600,3.5000,3.4300,3.4400,3042200
20130419,3.4900,3.5100,3.4600,3.4900,4181500
20130422,3.4400,3.4900,3.3800,3.4700,3396200
20130423,3.3600,3.4400,3.3500,3.4400,3142500
20130424,3.3900,3.4100,3.3500,3.3500,2316100
20130425,3.3400,3.3900,3.3400,3.3900,2773900
20130426,3.3400,3.3800,3.3200,3.3400,2251000
20130429,3.3400,3.3400,3.3400,3.3400,0
20130430,3.3400,3.3400,3.3400,3.3400,0
20130501,3.3400,3.3400,3.3400,3.3400,0
20130502,3.3800,3.3900,3.3200,3.3200,2437400
20130503,3.5000,3.6000,3.4500,3.4500,11950000
20130506,3.5400,3.5400,3.4300,3.4500,7722300
20130507,3.5000,3.5400,3.4800,3.5200,3447500
20130508,3.5000,3.5500,3.4700,3.5200,4520900
20130509,3.4600,3.5000,3.4400,3.5000,3588800
20130510,3.4800,3.5000,3.4300,3.4600,2799800
20130513,3.4700,3.5100,3.4600,3.4800,3107300
20130514,3.4300,3.4800,3.4000,3.4800,3036500
20130515,3.4200,3.4500,3.4000,3.4300,2649800
20130516,3.5000,3.5200,3.4000,3.4200,6264700
20130517,3.5700,3.5900,3.4900,3.5100,9576700
20130520,3.5600,3.6000,3.5400,3.5800,7737400
20130521,3.5700,3.5700,3.5200,3.5500,5644400
20130522,3.6300,3.6900,3.5200,3.5800,12759800
20130523,3.5600,3.6500,3.5400,3.6100,7188500
20130524,3.6600,3.6700,3.5400,3.5600,8107700
20130527,3.7100,3.7100,3.6200,3.6400,7951000
20130528,3.7800,3.8400,3.6600,3.7100,12239100
20130529,3.7800,3.8100,3.7300,3.7800,9073000
20130530,3.7300,3.7800,3.7200,3.7700,5668600
20130531,3.6800,3.7500,3.6700,3.7300,5350400
20130603,3.6400,3.7100,3.6300,3.6800,3554200
20130604,3.7700,3.7800,3.6200,3.6500,10343400
20130605,3.7300,3.7700,3.6700,3.7500,6011200
20130606,3.6500,3.7300,3.6300,3.7100,3828000
20130607,3.5300,3.6900,3.5300,3.6500,3980800
20130610,3.5300,3.5300,3.5300,3.5300,0
20130611,3.5300,3.5300,3.5300,3.5300,0
20130612,3.5300,3.5300,3.5300,3.5300,0
20130613,3.4000,3.5100,3.3700,3.5100,3711900
20130614,3.4000,3.4300,3.3600,3.4100,2833900
20130617,3.3900,3.4300,3.3400,3.4100,4602400
20130618,3.4000,3.4200,3.3600,3.3900,2829300
20130619,3.4800,3.5400,3.3300,3.3700,4458700
20130620,3.4400,3.5700,3.4200,3.4900,7563600
20130621,3.4100,3.5200,3.3400,3.3900,5698800
20130624,3.0700,3.4000,3.0700,3.3800,8911500
20130625,3.0000,3.0700,2.7600,3.0400,13742200
20130626,2.9300,3.0200,2.9000,2.9400,6368500
20130627,2.9100,3.0100,2.9000,2.9500,5393000
20130628,2.9700,3.0400,2.8700,2.9100,6446300
20130701,2.9600,2.9600,2.8900,2.9500,3388600
20130702,2.9500,2.9600,2.9000,2.9500,2311800
20130703,2.9200,2.9500,2.8800,2.9500,2450300
20130704,2.9600,2.9900,2.8900,2.9200,4468800
20130705,3.0300,3.0600,2.9600,2.9700,5594300
20130708,2.9300,3.0000,2.9200,2.9900,3283000
20130709,2.9300,2.9400,2.8900,2.9000,1601000
20130710,3.0400,3.1500,2.9200,2.9400,6926200
20130711,3.1300,3.1500,3.0000,3.0200,8744300
20130712,3.0500,3.1100,3.0300,3.1000,4825200
20130715,3.0700,3.1000,3.0200,3.0200,2769100
20130716,3.1100,3.1200,3.0200,3.0400,4093500
20130717,3.1300,3.2100,3.0600,3.0800,6813600
20130718,3.0900,3.1400,3.0500,3.1300,3949000
20130719,2.9800,3.1000,2.9600,3.0900,3352900
20130722,2.9800,3.0000,2.9100,2.9500,2319000
20130723,3.0500,3.0700,2.9700,2.9800,3594500
20130724,3.0200,3.0600,2.9900,3.0300,2436200
20130725,2.9800,3.0300,2.9800,3.0300,2041700
20130726,2.9900,3.0100,2.9500,2.9800,1736900
20130729,2.9100,2.9800,2.9100,2.9800,2157200
20130730,2.9500,2.9600,2.8900,2.9000,1677600
20130731,3.0000,3.0800,2.9900,2.9900,4793400
20130801,3.0400,3.0500,2.9800,3.0200,2966800
20130802,3.0500,3.1000,3.0400,3.0500,4135300
20130805,3.1600,3.1700,3.0200,3.0400,5892100
20130806,3.2500,3.3500,3.1100,3.1200,11010600
20130807,3.1900,3.3300,3.1900,3.2200,5384300
20130808,3.1700,3.2300,3.1600,3.1900,2591900
20130809,3.1700,3.2100,3.1300,3.1700,2449800
20130812,3.2700,3.2800,3.1600,3.1800,4916100
20130813,3.4000,3.4200,3.2400,3.2700,10006500
20130814,3.4600,3.5900,3.3900,3.4200,10822400
20130815,3.3700,3.4600,3.3500,3.4200,3997500
